GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AJWVE001,AJWVE002,AJWVE003,AJWVE004,AJWVE005,AJWVE006,AJWVE007,AJWVE008,AJWVE009,AJWVE010,AJWVE011,AJWVE012,AJWVE013,AJWVE014,AJWVE015,AJWVE016,AJWVE017,AJWVE018,AJWVE019,AJWVE020,AJWVE021,NAME_M,AJWVM001,AJWVM002,AJWVM003,AJWVM004,AJWVM005,AJWVM006,AJWVM007,AJWVM008,AJWVM009,AJWVM010,AJWVM011,AJWVM012,AJWVM013,AJWVM014,AJWVM015,AJWVM016,AJWVM017,AJWVM018,AJWVM019,AJWVM020,AJWVM021
"G2000430","2014-2018","KS",,,"Kansas","20","Doniphan County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20043",,,"Doniphan County, Kansas",7736,7521,6986,422,34,7,0,0,72,0,72,215,136,5,36,0,0,10,28,0,28,"Doniphan County, Kansas",0,0,15,65,24,11,15,15,58,15,58,0,38,9,30,15,15,10,29,15,29
"G2000450","2014-2018","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20045",,,"Douglas County, Kansas",119319,111963,93868,4841,2565,6198,10,146,4335,74,4261,7356,4610,206,370,31,17,1191,931,378,553,"Douglas County, Kansas",0,0,139,421,244,347,15,130,610,73,610,0,441,135,221,40,21,331,288,166,236
"G2000470","2014-2018","KS",,,"Kansas","20","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20047",,,"Edwards County, Kansas",2925,2330,2247,17,0,11,0,0,55,0,55,595,545,0,0,0,0,48,2,2,0,"Edwards County, Kansas",0,0,49,23,10,15,10,10,45,10,45,0,29,10,10,10,10,28,3,3,10
"G2000490","2014-2018","KS",,,"Kansas","20","Elk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20049",,,"Elk County, Kansas",2562,2451,2318,6,46,18,0,0,63,0,63,111,81,0,0,0,0,4,26,0,26,"Elk County, Kansas",0,0,10,7,20,15,10,10,20,10,20,0,25,10,10,10,10,7,22,10,22
"G2000510","2014-2018","KS",,,"Kansas","20","Ellis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20051",,,"Ellis County, Kansas",28878,27238,25914,399,55,307,43,22,498,0,498,1640,990,0,0,0,0,183,467,341,126,"Ellis County, Kansas",0,0,26,111,51,111,69,26,138,19,138,0,272,19,19,19,19,113,231,229,166
"G2000530","2014-2018","KS",,,"Kansas","20","Ellsworth County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20053",,,"Ellsworth County, Kansas",6293,5913,5399,287,49,37,0,12,129,10,119,380,223,0,7,0,0,120,30,11,19,"Ellsworth County, Kansas",0,0,19,47,20,15,15,16,60,12,57,0,69,15,12,15,15,61,24,15,18
"G2000550","2014-2018","KS",,,"Kansas","20","Finney County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20055",,,"Finney County, Kansas",36957,18671,15476,904,125,1477,0,0,689,0,689,18286,14244,44,33,14,0,3386,565,192,373,"Finney County, Kansas",0,0,22,132,48,123,22,22,183,22,183,0,802,38,33,22,22,727,265,142,254
"G2000570","2014-2018","KS",,,"Kansas","20","Ford County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20057",,,"Ford County, Kansas",34484,15675,13856,668,101,514,18,20,498,0,498,18809,16959,29,56,0,0,1388,377,301,76,"Ford County, Kansas",0,0,24,172,75,68,37,24,233,22,233,0,525,52,73,22,22,509,210,202,89
"G2000590","2014-2018","KS",,,"Kansas","20","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20059",,,"Franklin County, Kansas",25563,24501,23263,271,111,73,0,67,716,2,714,1062,505,0,32,0,4,430,91,46,45,"Franklin County, Kansas",0,0,49,107,47,29,19,49,119,3,118,0,166,19,31,19,7,197,57,42,49
"G2000610","2014-2018","KS",,,"Kansas","20","Geary County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20061",,,"Geary County, Kansas",34895,29324,19844,5914,375,1085,318,60,1728,3,1725,5571,4037,420,57,0,0,621,436,134,302,"Geary County, Kansas",0,0,92,289,103,172,20,91,368,5,368,0,368,267,58,22,22,210,212,74,184
"G2000630","2014-2018","KS",,,"Kansas","20","Gove County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20063",,,"Gove County, Kansas",2619,2528,2434,3,15,28,0,0,48,0,48,91,68,14,0,0,0,0,9,6,3,"Gove County, Kansas",114,111,109,6,18,9,10,10,26,10,26,45,41,19,10,10,10,10,9,6,6
"G2000650","2014-2018","KS",,,"Kansas","20","Graham County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20065",,,"Graham County, Kansas",2545,2468,2250,100,5,25,0,0,88,0,88,77,69,0,0,0,0,0,8,8,0,"Graham County, Kansas",0,36,10,47,8,21,10,10,52,10,52,36,38,10,10,10,10,10,12,12,10
"G2000670","2014-2018","KS",,,"Kansas","20","Grant County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20067",,,"Grant County, Kansas",7616,4018,3939,0,0,19,0,10,50,10,40,3598,2449,0,0,0,0,1075,74,61,13,"Grant County, Kansas",0,0,79,15,15,35,15,16,54,17,40,0,515,15,15,15,15,509,99,100,24
"G2000690","2014-2018","KS",,,"Kansas","20","Gray County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20069",,,"Gray County, Kansas",6037,5087,4961,0,30,7,34,0,55,0,55,950,895,51,0,0,0,4,0,0,0,"Gray County, Kansas",0,0,15,15,30,10,37,15,34,15,34,0,76,76,15,15,15,5,15,15,15
"G2000710","2014-2018","KS",,,"Kansas","20","Greeley County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20071",,,"Greeley County, Kansas",1200,924,899,8,7,0,0,0,10,0,10,276,171,0,0,0,0,94,11,11,0,"Greeley County, Kansas",112,110,106,10,13,10,10,10,11,10,11,54,60,10,10,10,10,52,15,15,10
"G2000730","2014-2018","KS",,,"Kansas","20","Greenwood County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20073",,,"Greenwood County, Kansas",6156,5923,5673,19,9,8,0,0,214,0,214,233,188,0,0,0,0,25,20,0,20,"Greenwood County, Kansas",0,0,15,16,8,11,15,15,20,15,20,0,40,15,15,15,15,31,30,15,30
"G2000750","2014-2018","KS",,,"Kansas","20","Hamilton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20075",,,"Hamilton County, Kansas",2616,1679,1603,25,0,0,0,3,48,0,48,937,733,71,0,0,0,125,8,8,0,"Hamilton County, Kansas",0,146,147,32,10,10,10,4,32,10,32,146,149,95,10,10,10,88,12,12,10
"G2000770","2014-2018","KS",,,"Kansas","20","Harper County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20077",,,"Harper County, Kansas",5673,5318,5117,10,142,12,0,0,37,0,37,355,335,2,2,0,0,14,2,0,2,"Harper County, Kansas",0,0,15,10,39,13,15,15,30,15,30,0,16,3,3,15,15,14,4,15,4
"G2000790","2014-2018","KS",,,"Kansas","20","Harvey County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20079",,,"Harvey County, Kansas",34555,30477,28673,573,115,250,83,0,783,3,780,4078,3458,92,119,0,0,304,105,60,45,"Harvey County, Kansas",0,0,5,133,94,70,67,22,195,5,195,0,247,79,108,22,22,160,101,76,67
"G2000810","2014-2018","KS",,,"Kansas","20","Haskell County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20081",,,"Haskell County, Kansas",4047,2828,2724,0,22,10,1,0,71,0,71,1219,908,0,0,0,0,306,5,0,5,"Haskell County, Kansas",0,0,10,10,26,15,8,10,34,10,34,0,144,10,10,10,10,144,6,10,6
"G2000830","2014-2018","KS",,,"Kansas","20","Hodgeman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20083",,,"Hodgeman County, Kansas",1842,1684,1625,0,2,35,0,0,22,0,22,158,151,0,3,0,0,4,0,0,0,"Hodgeman County, Kansas",132,126,117,10,3,46,10,10,21,10,21,32,35,10,4,10,10,7,10,10,10
"G2000850","2014-2018","KS",,,"Kansas","20","Jackson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20085",,,"Jackson County, Kansas",13318,12718,11198,86,845,79,18,0,492,1,491,600,320,0,121,0,0,56,103,60,43,"Jackson County, Kansas",0,0,2,54,80,19,11,16,96,2,95,0,89,16,63,16,16,54,44,35,35
"G2000870","2014-2018","KS",,,"Kansas","20","Jefferson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20087",,,"Jefferson County, Kansas",18888,18394,17698,128,129,2,0,20,417,7,410,494,350,0,0,0,0,53,91,30,61,"Jefferson County, Kansas",0,0,26,42,46,4,16,25,60,8,60,0,61,16,16,16,16,29,53,22,49
"G2000890","2014-2018","KS",,,"Kansas","20","Jewell County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20089",,,"Jewell County, Kansas",2916,2848,2783,18,15,0,4,0,28,0,28,68,57,0,0,0,0,10,1,0,1,"Jewell County, Kansas",0,0,10,15,10,10,6,10,14,10,14,0,17,10,10,10,10,17,4,10,4
"G2000910","2014-2018","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20091",,,"Johnson County, Kansas",585502,541446,469810,26671,1167,28582,163,492,14561,109,14452,44056,35318,689,350,167,82,5049,2401,944,1457,"Johnson County, Kansas",0,0,222,716,231,640,56,214,1001,79,999,0,1140,312,223,107,113,909,564,261,472
"G2000930","2014-2018","KS",,,"Kansas","20","Kearny County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20093",,,"Kearny County, Kansas",3932,2700,2608,21,0,13,0,0,58,2,56,1232,987,48,19,0,0,178,0,0,0,"Kearny County, Kansas",0,0,58,21,10,20,10,10,53,5,53,0,127,60,31,10,10,119,10,10,10
"G2000950","2014-2018","KS",,,"Kansas","20","Kingman County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20095",,,"Kingman County, Kansas",7470,7216,6984,21,42,1,0,0,168,0,168,254,248,0,0,0,0,6,0,0,0,"Kingman County, Kansas",0,0,15,19,41,4,15,15,46,15,46,0,9,15,15,15,15,9,15,15,15
"G2000970","2014-2018","KS",,,"Kansas","20","Kiowa County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20097",,,"Kiowa County, Kansas",2526,2362,2240,16,22,30,0,1,53,0,53,164,133,14,0,0,0,17,0,0,0,"Kiowa County, Kansas",0,0,3,13,16,21,10,3,24,10,24,0,32,19,10,10,10,15,10,10,10
"G2000990","2014-2018","KS",,,"Kansas","20","Labette County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20099",,,"Labette County, Kansas",20367,19459,17409,852,190,62,0,0,946,0,946,908,690,4,22,0,0,92,100,0,100,"Labette County, Kansas",0,0,19,119,77,70,19,19,164,19,164,0,92,6,25,19,19,53,76,19,76
"G2001010","2014-2018","KS",,,"Kansas","20","Lane County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20101",,,"Lane County, Kansas",1642,1545,1508,1,29,0,5,0,2,0,2,97,82,0,0,0,0,15,0,0,0,"Lane County, Kansas",114,111,108,3,29,10,8,10,5,10,5,45,48,10,10,10,10,18,10,10,10
"G2001030","2014-2018","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20103",,,"Leavenworth County, Kansas",80042,74544,63297,6482,340,1106,40,6,3273,15,3258,5498,2943,526,118,4,0,1343,564,241,323,"Leavenworth County, Kansas",0,0,20,465,137,143,46,12,526,20,529,0,457,197,71,9,24,411,226,162,175
"G2001050","2014-2018","KS",,,"Kansas","20","Lincoln County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20105",,,"Lincoln County, Kansas",3097,2999,2928,23,0,0,0,0,48,0,48,98,98,0,0,0,0,0,0,0,0,"Lincoln County, Kansas",0,0,53,24,10,10,10,10,49,10,49,0,10,10,10,10,10,10,10,10,10
"G2001070","2014-2018","KS",,,"Kansas","20","Linn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20107",,,"Linn County, Kansas",9635,9383,9029,30,78,51,0,0,195,0,195,252,182,32,8,0,0,20,10,10,0,"Linn County, Kansas",0,0,15,30,65,15,15,15,67,15,67,0,64,45,12,15,15,23,13,13,15
"G2001090","2014-2018","KS",,,"Kansas","20","Logan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20109",,,"Logan County, Kansas",2810,2647,2537,1,21,0,0,4,84,5,79,163,153,0,0,0,6,4,0,0,0,"Logan County, Kansas",0,0,10,3,20,10,10,6,21,7,20,0,14,10,10,10,11,7,10,10,10
"G2001110","2014-2018","KS",,,"Kansas","20","Lyon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20111",,,"Lyon County, Kansas",33299,26301,23742,746,113,692,0,0,1008,0,1008,6998,6064,22,96,20,0,418,378,142,236,"Lyon County, Kansas",0,0,22,108,40,150,22,22,194,22,194,0,389,30,127,38,22,178,270,104,229
"G2001130","2014-2018","KS",,,"Kansas","20","McPherson County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20113",,,"McPherson County, Kansas",28630,27454,26281,313,131,163,0,20,546,0,546,1176,976,16,26,0,6,100,52,36,16,"McPherson County, Kansas",0,0,31,42,56,73,19,31,94,19,94,0,67,22,28,19,9,57,37,33,19
"G2001150","2014-2018","KS",,,"Kansas","20","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20115",,,"Marion County, Kansas",12032,11602,11172,59,11,28,0,0,332,4,328,430,363,0,1,2,0,41,23,9,14,"Marion County, Kansas",0,0,6,38,11,23,16,16,47,6,47,0,39,16,4,4,16,31,22,15,15
"G2001170","2014-2018","KS",,,"Kansas","20","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20117",,,"Marshall County, Kansas",9798,9559,9287,50,24,52,23,0,123,3,120,239,207,0,0,0,0,20,12,12,0,"Marshall County, Kansas",0,0,6,44,28,8,38,15,38,6,37,0,38,15,15,15,15,25,16,16,15
"G2001190","2014-2018","KS",,,"Kansas","20","Meade County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20119",,,"Meade County, Kansas",4261,3476,3325,21,0,50,0,2,78,0,78,785,335,5,0,0,3,430,12,9,3,"Meade County, Kansas",0,96,102,22,10,21,10,6,45,10,45,96,93,8,10,10,4,109,10,9,5
"G2001210","2014-2018","KS",,,"Kansas","20","Miami County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20121",,,"Miami County, Kansas",33127,32096,30774,456,278,136,0,0,452,0,452,1031,847,3,0,23,0,146,12,0,12,"Miami County, Kansas",0,0,22,87,104,54,22,22,124,22,124,0,162,8,22,44,22,148,22,22,22
"G2001230","2014-2018","KS",,,"Kansas","20","Mitchell County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20123",,,"Mitchell County, Kansas",6222,6075,5919,48,11,14,0,0,83,0,83,147,111,3,0,0,0,8,25,0,25,"Mitchell County, Kansas",0,0,15,40,17,13,15,15,36,15,36,0,27,5,15,15,15,14,21,15,21
"G2001250","2014-2018","KS",,,"Kansas","20","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20125",,,"Montgomery County, Kansas",32970,30835,26324,1656,1032,346,41,0,1436,0,1436,2135,1687,18,36,0,0,325,69,47,22,"Montgomery County, Kansas",0,0,22,130,156,23,49,22,225,22,225,0,335,25,44,22,22,342,58,51,26
"G2001270","2014-2018","KS",,,"Kansas","20","Morris County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20127",,,"Morris County, Kansas",5566,5303,5117,2,6,29,0,0,149,3,146,263,228,4,0,8,0,16,7,0,7,"Morris County, Kansas",0,0,6,4,11,13,15,15,18,6,17,0,27,7,15,13,15,19,11,15,11
"G2001290","2014-2018","KS",,,"Kansas","20","Morton County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20129",,,"Morton County, Kansas",2838,2184,2039,26,0,18,0,0,101,0,101,654,562,0,3,0,0,82,7,7,0,"Morton County, Kansas",0,0,10,25,10,21,10,10,29,10,29,0,51,10,4,10,10,50,10,10,10
"G2001310","2014-2018","KS",,,"Kansas","20","Nemaha County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20131",,,"Nemaha County, Kansas",10104,9900,9631,56,33,16,1,1,162,0,162,204,164,0,17,0,0,23,0,0,0,"Nemaha County, Kansas",0,0,3,28,18,10,3,3,35,16,35,0,25,16,21,16,16,19,16,16,16
"G2001330","2014-2018","KS",,,"Kansas","20","Neosho County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20133",,,"Neosho County, Kansas",16125,15314,14579,157,49,65,6,15,443,0,443,811,691,41,0,0,0,72,7,0,7,"Neosho County, Kansas",0,0,23,39,28,31,11,23,57,16,57,0,103,41,16,16,16,66,10,16,10
"G2001350","2014-2018","KS",,,"Kansas","20","Ness County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20135",,,"Ness County, Kansas",2955,2655,2609,21,6,10,0,0,9,2,7,300,221,0,0,0,0,79,0,0,0,"Ness County, Kansas",0,37,47,25,8,14,10,10,9,2,8,37,56,10,10,10,10,41,10,10,10
"G2001370","2014-2018","KS",,,"Kansas","20","Norton County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20137",,,"Norton County, Kansas",5486,5204,4895,148,25,32,0,4,100,0,100,282,172,0,21,0,0,23,66,66,0,"Norton County, Kansas",0,0,8,51,19,30,15,8,48,15,48,0,68,15,25,15,15,29,58,58,15
"G2001390","2014-2018","KS",,,"Kansas","20","Osage County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20139",,,"Osage County, Kansas",15882,15386,14833,95,30,32,0,0,396,8,388,496,408,0,4,0,0,17,67,0,67,"Osage County, Kansas",0,0,11,48,17,15,16,16,50,11,49,0,57,16,5,16,16,18,53,16,53
"G2001410","2014-2018","KS",,,"Kansas","20","Osborne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20141",,,"Osborne County, Kansas",3603,3529,3405,14,14,10,0,18,68,0,68,74,60,0,0,0,0,6,8,8,0,"Osborne County, Kansas",0,0,24,18,17,14,10,24,34,10,34,0,15,10,10,10,10,10,11,11,10
"G2001430","2014-2018","KS",,,"Kansas","20","Ottawa County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20143",,,"Ottawa County, Kansas",5902,5739,5555,53,34,26,0,0,71,0,71,163,127,0,0,5,0,0,31,16,15,"Ottawa County, Kansas",0,0,15,46,44,33,15,15,43,15,43,0,32,15,15,9,15,15,29,22,20
"G2001450","2014-2018","KS",,,"Kansas","20","Pawnee County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20145",,,"Pawnee County, Kansas",6709,6185,5651,331,51,4,0,0,148,0,148,524,338,19,9,0,0,158,0,0,0,"Pawnee County, Kansas",0,0,15,57,40,8,15,15,49,15,49,0,123,24,16,15,15,117,15,15,15
"G2001470","2014-2018","KS",,,"Kansas","20","Phillips County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20147",,,"Phillips County, Kansas",5408,5225,5074,32,14,25,5,0,75,0,75,183,152,8,0,0,0,0,23,4,19,"Phillips County, Kansas",0,0,15,22,11,25,6,15,26,15,26,0,30,13,15,15,15,15,25,7,23
"G2001490","2014-2018","KS",,,"Kansas","20","Pottawatomie County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20149",,,"Pottawatomie County, Kansas",23545,22307,21158,155,333,230,0,0,431,0,431,1238,1074,9,3,0,0,127,25,21,4,"Pottawatomie County, Kansas",0,0,19,110,138,46,19,19,136,19,136,0,149,12,9,19,19,147,28,26,7
"G2001510","2014-2018","KS",,,"Kansas","20","Pratt County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20151",,,"Pratt County, Kansas",9582,8894,8469,225,10,11,0,8,171,0,171,688,506,0,132,0,0,0,50,10,40,"Pratt County, Kansas",0,0,15,112,9,24,15,15,103,15,103,0,114,15,125,15,15,15,70,21,63
"G2001530","2014-2018","KS",,,"Kansas","20","Rawlins County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20153",,,"Rawlins County, Kansas",2509,2339,2274,10,22,5,0,0,28,2,26,170,66,0,0,0,0,102,2,2,0,"Rawlins County, Kansas",0,0,5,10,12,7,10,10,8,5,6,0,62,10,10,10,10,62,3,3,10
"G2001550","2014-2018","KS",,,"Kansas","20","Reno County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20155",,,"Reno County, Kansas",63101,57213,53154,1668,469,339,0,129,1454,9,1445,5888,4693,120,145,13,6,564,347,140,207,"Reno County, Kansas",0,0,134,233,156,68,24,132,298,15,295,0,328,98,86,20,8,249,148,86,133
"G2001570","2014-2018","KS",,,"Kansas","20","Republic County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20157",,,"Republic County, Kansas",4686,4599,4489,16,17,30,0,0,47,0,47,87,87,0,0,0,0,0,0,0,0,"Republic County, Kansas",0,0,10,24,17,32,10,10,31,10,31,0,10,10,10,10,10,10,10,10,10
"G2001590","2014-2018","KS",,,"Kansas","20","Rice County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20159",,,"Rice County, Kansas",9762,8661,8181,164,72,83,30,0,131,2,129,1101,750,19,0,5,5,269,53,21,32,"Rice County, Kansas",0,0,7,28,29,24,21,15,49,7,48,0,157,24,15,11,7,151,48,33,36
"G2001610","2014-2018","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20161",,,"Riley County, Kansas",75296,69064,57609,4658,232,3733,172,114,2546,152,2394,6232,4317,93,98,19,0,1122,583,143,440,"Riley County, Kansas",0,0,112,317,84,173,36,96,355,119,332,0,501,60,102,23,24,459,209,91,183
"G2001630","2014-2018","KS",,,"Kansas","20","Rooks County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20163",,,"Rooks County, Kansas",5118,4987,4819,44,10,10,8,5,91,0,91,131,109,0,3,0,0,12,7,7,0,"Rooks County, Kansas",0,0,7,28,12,13,13,7,42,15,42,0,16,15,4,15,15,12,8,8,15
"G2001650","2014-2018","KS",,,"Kansas","20","Rush County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20165",,,"Rush County, Kansas",3102,3019,2903,5,9,19,0,3,80,0,80,83,74,0,0,0,0,9,0,0,0,"Rush County, Kansas",132,126,118,8,11,16,10,4,42,10,42,32,32,10,10,10,10,12,10,10,10
"G2001670","2014-2018","KS",,,"Kansas","20","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20167",,,"Russell County, Kansas",6977,6760,6468,107,7,0,35,0,143,0,143,217,167,0,0,0,11,12,27,21,6,"Russell County, Kansas",0,0,15,47,13,15,47,15,30,15,30,0,60,15,15,15,19,26,34,34,9
"G2001690","2014-2018","KS",,,"Kansas","20","Saline County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20169",,,"Saline County, Kansas",54977,48899,44169,1507,260,1243,0,46,1674,0,1674,6078,3871,36,1,0,0,1658,512,372,140,"Saline County, Kansas",0,0,52,215,83,129,24,52,274,24,274,0,550,46,2,24,24,543,223,213,90
"G2001710","2014-2018","KS",,,"Kansas","20","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20171",,,"Scott County, Kansas",4949,4064,3932,0,5,70,0,0,57,22,35,885,740,0,0,0,0,145,0,0,0,"Scott County, Kansas",0,187,194,10,11,61,10,10,53,36,48,187,203,10,10,10,10,118,10,10,10
"G2001730","2014-2018","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20173",,,"Sedgwick County, Kansas",512064,438537,349985,44285,3459,22005,169,473,18161,186,17975,73527,50843,1603,1618,204,57,15978,3224,1504,1720,"Sedgwick County, Kansas",0,0,182,893,402,593,107,197,1182,90,1163,0,1729,615,522,189,76,1674,528,350,439
"G2001750","2014-2018","KS",,,"Kansas","20","Seward County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20175",,,"Seward County, Kansas",22692,9065,6980,1132,149,656,0,3,145,9,136,13627,6064,41,11,0,0,6948,563,479,84,"Seward County, Kansas",0,0,13,49,53,59,19,4,75,13,74,0,936,49,20,19,19,932,334,310,71
"G2001770","2014-2018","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20177",,,"Shawnee County, Kansas",178284,156548,132198,14183,1299,2470,41,175,6182,178,6004,21736,14974,571,271,49,62,4183,1626,493,1133,"Shawnee County, Kansas",0,0,70,608,241,224,54,119,674,129,667,0,905,246,131,56,78,790,412,198,346
"G2001790","2014-2018","KS",,,"Kansas","20","Sheridan County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20179",,,"Sheridan County, Kansas",2506,2386,2361,11,5,0,0,0,9,0,9,120,95,0,0,0,0,25,0,0,0,"Sheridan County, Kansas",0,0,13,9,6,10,10,10,9,10,9,0,18,10,10,10,10,18,10,10,10
"G2001810","2014-2018","KS",,,"Kansas","20","Sherman County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20181",,,"Sherman County, Kansas",5966,5243,5011,43,46,39,0,2,102,34,68,723,404,0,0,0,0,318,1,1,0,"Sherman County, Kansas",0,0,48,39,37,52,15,6,70,47,46,0,165,15,15,15,15,167,3,3,15
"G2001830","2014-2018","KS",,,"Kansas","20","Smith County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20183",,,"Smith County, Kansas",3663,3587,3477,8,19,9,0,0,74,0,74,76,62,0,0,0,0,0,14,2,12,"Smith County, Kansas",0,0,10,7,24,14,10,10,32,10,32,0,14,10,10,10,10,10,14,4,14
"G2001850","2014-2018","KS",,,"Kansas","20","Stafford County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20185",,,"Stafford County, Kansas",4214,3654,3523,25,43,12,0,0,51,0,51,560,487,0,0,0,0,60,13,4,9,"Stafford County, Kansas",0,0,10,25,31,13,10,10,27,10,27,0,42,10,10,10,10,39,13,7,11
"G2001870","2014-2018","KS",,,"Kansas","20","Stanton County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20187",,,"Stanton County, Kansas",2063,1319,1253,1,6,0,0,0,59,0,59,744,665,0,0,0,0,48,31,19,12,"Stanton County, Kansas",0,147,148,4,8,10,10,10,41,10,41,147,135,10,10,10,10,35,33,31,16
